ID,Contract,Dependents,DeviceProtection,InternetService,MonthlyCharges,MultipleLines,Partner,PaymentMethod,PhoneService,SeniorCitizen,TVProgram,TotalCharges,gender,tenure,Label
1085,One year,Yes,Yes,DSL,69.35,Yes,Yes,Credit card (automatic),Yes,0,No,4653.25,Male,67,No
1086,Month-to-month,No,No internet service,No,19.95,No,No,Credit card (automatic),Yes,0,No internet service,19.95,Female,1,No
1087,Month-to-month,No,No,Fiber optic,51.24286201,No,No,Electronic check,Yes,0,No,189.80254219999998,Female,3,Yes
1088,Month-to-month,No,No,Fiber optic,63.72293062,No,No,Electronic check,Yes,0,No,1012.982536,Female,16,Yes
1089,One year,Yes,No internet service,No,19.65,No,Yes,Mailed check,Yes,0,No internet service,708.8,Female,35,No
1090,Month-to-month,No,Yes,Fiber optic,79.65,No,Yes,Mailed check,Yes,1,No,2365.15,Male,30,Yes
1091,One year,Yes,No internet service,No,20.1,No,Yes,Mailed check,Yes,0,No internet service,85.1,Male,5,No
1092,Month-to-month,No,No,Fiber optic,85.65,Yes,No,Electronic check,Yes,0,Yes,321.65,Female,4,Yes
1093,One year,No,No,Fiber optic,105.5,No,Yes,Credit card (automatic),Yes,1,Yes,6205.5,Female,58,Yes
1094,Month-to-month,Yes,No internet service,No,20.05,No,Yes,Mailed check,Yes,0,No internet service,406.05,Female,20,No
1095,One year,Yes,Yes,DSL,70.8,No,No,Credit card (automatic),Yes,0,Yes,3478.15,Female,50,No
1096,Month-to-month,No,Yes,Fiber optic,104.4,Yes,Yes,Electronic check,Yes,0,Yes,242.8,Female,2,Yes
1097,One year,No,No,DSL,53.75,No,Yes,Credit card (automatic),Yes,0,No,1857.3,Female,33,No
1098,Month-to-month,No,No,Fiber optic,95.09472648,Yes,No,Electronic check,Yes,0,Yes,2124.3469210000007,Male,22,No
1099,Month-to-month,No,Yes,Fiber optic,116.5,Yes,No,Electronic check,Yes,1,Yes,6382.55,Male,55,No
1100,One year,No,Yes,Fiber optic,82.95,No,Yes,Credit card (automatic),Yes,1,No,4903.15,Male,59,No
1101,Month-to-month,No,No,Fiber optic,96.30836045,Yes,No,Electronic check,Yes,0,Yes,2444.003663,Male,25,Yes
1102,Month-to-month,Yes,No,Fiber optic,83.3,No,Yes,Electronic check,Yes,0,No,1845.9,Female,22,Yes
1103,Month-to-month,No,Yes,Fiber optic,104.35,Yes,Yes,Electronic check,Yes,1,Yes,6578.55,Male,65,No
1104,Month-to-month,No,No,Fiber optic,84.52853829,No,No,Electronic check,Yes,0,No,229.1015744,Female,2,Yes
1105,Two year,Yes,No internet service,No,19.5,No,Yes,Bank transfer (automatic),Yes,0,No internet service,1167.6,Female,57,No
1106,Month-to-month,No,No,DSL,30.646814799999998,No,No,Mailed check,Yes,0,No,30.646814799999998,Male,1,No
1107,One year,No,No,Fiber optic,84.05,Yes,No,Electronic check,Yes,0,Yes,2781.85,Female,32,Yes
1108,One year,No,Yes,Fiber optic,107.0,Yes,Yes,Credit card (automatic),Yes,0,No,6152.3,Female,59,No
1109,Month-to-month,No,No,DSL,39.1,No phone service,Yes,Bank transfer (automatic),No,1,No,971.3,Male,24,Yes
1110,Month-to-month,No,No,Fiber optic,75.41868136,No,No,Electronic check,Yes,0,No,75.41868136,Female,1,Yes
1111,Two year,Yes,No internet service,No,25.25,Yes,Yes,Credit card (automatic),Yes,0,No internet service,274.7,Female,12,No
1112,One year,Yes,Yes,DSL,64.5,No,No,Credit card (automatic),Yes,0,Yes,1929.95,Male,30,No
1113,One year,No,No internet service,No,25.55,Yes,Yes,Mailed check,Yes,0,No internet service,672.2,Female,28,No
1114,Two year,No,Yes,DSL,86.1,No,Yes,Bank transfer (automatic),Yes,0,Yes,6045.9,Male,71,No
1115,Month-to-month,No,No,DSL,59.9,Yes,No,Mailed check,Yes,0,No,542.4,Male,9,No
1116,One year,No,No,DSL,54.6,Yes,No,Bank transfer (automatic),Yes,0,No,1242.25,Male,24,No
1117,One year,No,Yes,Fiber optic,106.9341369,Yes,Yes,Electronic check,Yes,0,Yes,6967.870362999999,Male,65,Yes
1118,Two year,Yes,No,DSL,34.2,No phone service,Yes,Bank transfer (automatic),No,0,No,1782.0,Female,51,No
1119,Month-to-month,No,No,DSL,35.03178781,No,No,Electronic check,Yes,0,No,121.01142420000001,Male,5,Yes
1120,Month-to-month,No,Yes,Fiber optic,104.75,Yes,No,Electronic check,Yes,1,Yes,5841.35,Female,56,No
1121,Two year,No,No internet service,No,24.5,Yes,Yes,Electronic check,Yes,0,No internet service,1816.2,Male,71,No
1122,Month-to-month,Yes,No internet service,No,19.55,No,No,Mailed check,Yes,0,No internet service,128.6,Male,6,No
1123,Month-to-month,No,No,Fiber optic,99.95,Yes,No,Electronic check,Yes,1,Yes,3186.65,Female,31,Yes
1124,Two year,No,Yes,DSL,54.35,No,No,Credit card (automatic),Yes,0,No,2460.15,Female,46,Yes
1125,Month-to-month,No,No internet service,No,20.45,No,No,Mailed check,Yes,0,No internet service,20.45,Male,1,No
1126,Month-to-month,No,No,Fiber optic,84.3,Yes,No,Bank transfer (automatic),Yes,0,Yes,1537.9,Male,18,No
1127,Month-to-month,No,No internet service,No,19.7,No,No,Bank transfer (automatic),Yes,0,No internet service,168.9,Male,8,No
1128,Two year,Yes,Yes,DSL,87.55,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,6463.15,Male,72,No
1129,One year,No,No,Fiber optic,94.0,Yes,No,Bank transfer (automatic),Yes,0,Yes,5757.2,Female,62,No
1130,Month-to-month,No,No,Fiber optic,95.45,Yes,No,Electronic check,Yes,0,Yes,95.45,Male,1,Yes
1131,Two year,No,Yes,Fiber optic,104.7,Yes,No,Electronic check,Yes,0,Yes,6333.8,Female,60,No
1132,Month-to-month,No,No,Fiber optic,70.3,No,No,Electronic check,Yes,0,No,144.0,Male,2,No
1133,Month-to-month,Yes,Yes,DSL,50.45,No,Yes,Mailed check,Yes,0,No,50.45,Female,1,Yes
1134,Month-to-month,No,No,Fiber optic,75.55,Yes,No,Electronic check,Yes,0,No,166.3,Female,2,Yes
1135,Two year,Yes,Yes,Fiber optic,104.8,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,6597.25,Male,63,No
1136,Month-to-month,No,No,Fiber optic,96.44850373,Yes,Yes,Electronic check,Yes,0,Yes,2343.0391170000007,Male,23,Yes
1137,Month-to-month,No,No,DSL,45.0,No phone service,No,Credit card (automatic),No,0,Yes,298.7,Female,6,No
1138,Month-to-month,No,No,Fiber optic,94.67823228,Yes,Yes,Electronic check,Yes,0,Yes,2497.496241,Male,26,Yes
1139,Two year,Yes,No internet service,No,20.15,No,Yes,Mailed check,Yes,0,No internet service,387.7,Female,19,No
1140,Month-to-month,Yes,No,DSL,69.4,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,3058.3,Male,42,No
1141,Month-to-month,Yes,No,DSL,51.1,No,Yes,Electronic check,Yes,0,No,1232.9,Male,22,No
1142,Month-to-month,Yes,No internet service,No,20.0,No,Yes,Electronic check,Yes,0,No internet service,417.65,Female,20,No
1143,Month-to-month,No,No,Fiber optic,98.55,Yes,No,Electronic check,Yes,0,Yes,1008.55,Male,10,Yes
1144,Month-to-month,No,No,DSL,45.8,No,No,Electronic check,Yes,0,No,45.8,Female,1,Yes
1145,Month-to-month,No,No,Fiber optic,70.68347257,No,No,Electronic check,Yes,0,No,180.7302725,Female,2,Yes
1146,Month-to-month,No,No,DSL,29.45,No phone service,Yes,Credit card (automatic),No,1,No,1459.35,Male,51,No
1147,Month-to-month,Yes,No,DSL,49.9,No,No,Mailed check,Yes,0,No,49.9,Female,1,No
1148,Two year,No,Yes,Fiber optic,111.6,Yes,No,Bank transfer (automatic),Yes,0,Yes,8012.75,Female,72,No
1149,Month-to-month,No,No,Fiber optic,93.85,Yes,Yes,Bank transfer (automatic),Yes,1,Yes,5574.75,Male,59,Yes
1150,One year,No,Yes,Fiber optic,90.65,No,No,Credit card (automatic),Yes,0,No,3882.3,Male,43,No
1151,Two year,No,No internet service,No,20.5,No,Yes,Bank transfer (automatic),Yes,0,No internet service,1198.8,Male,60,No
1152,Month-to-month,No,Yes,Fiber optic,89.55,No,No,Electronic check,Yes,0,No,2187.15,Male,24,No
1153,Month-to-month,No,No,DSL,53.5,No,No,Mailed check,Yes,0,Yes,53.5,Male,1,Yes
1154,Month-to-month,No,Yes,Fiber optic,90.35,No,Yes,Electronic check,Yes,0,No,3419.3,Male,37,No
1155,One year,No,Yes,Fiber optic,115.55,Yes,No,Credit card (automatic),Yes,0,Yes,8127.6,Female,70,Yes
1156,Two year,No,No,DSL,49.8,No,No,Bank transfer (automatic),Yes,0,No,1971.15,Male,39,No
1157,Month-to-month,No,No internet service,No,20.25,No,No,Mailed check,Yes,0,No internet service,109.8,Male,5,No
1158,Month-to-month,Yes,No internet service,No,19.55,No,Yes,Mailed check,Yes,0,No internet service,658.95,Female,31,Yes
1159,Month-to-month,No,Yes,Fiber optic,96.5,Yes,Yes,Electronic check,Yes,1,Yes,1392.25,Male,15,No
1160,One year,No,Yes,DSL,67.05,Yes,Yes,Credit card (automatic),Yes,0,No,4309.55,Male,65,No
1161,Month-to-month,No,No,Fiber optic,83.69315698,No,No,Electronic check,Yes,0,No,142.27239330000003,Female,1,Yes
1162,Two year,No,No internet service,No,25.3,Yes,No,Credit card (automatic),Yes,0,No internet service,1474.35,Male,58,No
1163,Month-to-month,No,No,Fiber optic,71.81180903,Yes,No,Electronic check,Yes,0,Yes,1404.230411,Male,24,No
1164,Month-to-month,No,No,Fiber optic,106.6,Yes,No,Credit card (automatic),Yes,0,Yes,5893.95,Female,56,No
1165,Month-to-month,No,No,DSL,46.2,No,No,Credit card (automatic),Yes,0,No,46.2,Male,1,Yes
1166,Two year,No,Yes,DSL,79.95,No,Yes,Credit card (automatic),Yes,1,Yes,4819.75,Female,62,No
1167,Month-to-month,No,No,DSL,42.73691583,No,No,Electronic check,Yes,0,No,42.73691583,Female,1,No
1168,Two year,No,Yes,Fiber optic,101.3,Yes,No,Credit card (automatic),Yes,1,No,5779.6,Female,57,No
1169,One year,No,Yes,Fiber optic,103.2302543,Yes,Yes,Electronic check,Yes,0,Yes,7005.263443000003,Male,66,Yes
1170,Month-to-month,No,No,Fiber optic,86.55,Yes,No,Electronic check,Yes,0,No,1066.9,Female,12,No
1171,Month-to-month,No,No,Fiber optic,78.05411818,No,No,Electronic check,Yes,0,No,78.05411818,Male,1,Yes
1172,One year,Yes,No internet service,No,20.5,No,No,Bank transfer (automatic),Yes,0,No internet service,38.25,Female,2,No
1173,Month-to-month,No,No,Fiber optic,79.0,No,No,Electronic check,Yes,0,Yes,522.95,Female,7,Yes
1174,One year,Yes,No internet service,No,20.55,No,Yes,Credit card (automatic),Yes,0,No internet service,1403.1,Male,69,No
1175,Month-to-month,No,No,Fiber optic,86.95030165,Yes,No,Electronic check,Yes,0,No,682.2829203,Female,8,Yes
1176,One year,Yes,Yes,Fiber optic,94.3,No,Yes,Credit card (automatic),Yes,1,No,1818.3,Male,20,No
1177,Month-to-month,No,No internet service,No,20.45,No,Yes,Bank transfer (automatic),Yes,0,No internet service,471.55,Male,22,No
1178,Month-to-month,No,Yes,Fiber optic,100.45,Yes,Yes,Credit card (automatic),Yes,1,Yes,1622.45,Male,17,Yes
1179,One year,No,No,Fiber optic,87.55,No,No,Credit card (automatic),Yes,0,Yes,4475.9,Female,51,No
1180,Month-to-month,No,Yes,Fiber optic,79.65,Yes,Yes,Mailed check,Yes,0,No,1928.7,Female,24,No
1181,Month-to-month,No,No,Fiber optic,76.99031183,Yes,No,Electronic check,Yes,0,No,1197.351067,Female,15,No
1182,Month-to-month,No,No,Fiber optic,77.19177511,No,No,Electronic check,Yes,0,No,77.19177511,Male,1,No
1183,Month-to-month,No,No,DSL,24.15,No phone service,No,Electronic check,No,0,No,812.5,Female,35,No
1184,Month-to-month,Yes,No,DSL,45.8,No phone service,No,Mailed check,No,0,No,1147.0,Female,26,No
1185,Month-to-month,No,No,Fiber optic,70.7,No,No,Mailed check,Yes,0,No,70.7,Female,1,No
1186,Month-to-month,Yes,Yes,Fiber optic,90.05,Yes,Yes,Credit card (automatic),Yes,0,No,3097.0,Male,34,No
1187,Month-to-month,No,No internet service,No,18.95,No,No,Mailed check,Yes,0,No internet service,130.55,Male,7,No
1188,Month-to-month,No,No internet service,No,20.2,No,No,Mailed check,Yes,0,No internet service,20.2,Female,1,Yes
1189,Month-to-month,No,No,Fiber optic,88.2,Yes,No,Electronic check,Yes,1,Yes,1775.8,Male,19,Yes
1190,Month-to-month,Yes,No,Fiber optic,81.0,No,No,Electronic check,Yes,0,Yes,1312.15,Female,16,Yes
1191,Month-to-month,No,No internet service,No,20.65,No,Yes,Mailed check,Yes,0,No internet service,20.65,Female,1,No
1192,Month-to-month,No,No,DSL,40.1,No phone service,No,Credit card (automatic),No,0,No,293.3,Female,7,Yes
1193,One year,No,No,DSL,54.65,No,No,Mailed check,Yes,0,No,3134.7,Male,57,No
1194,One year,Yes,Yes,DSL,81.15,No,Yes,Mailed check,Yes,0,Yes,2545.75,Female,31,No
1195,Month-to-month,Yes,Yes,Fiber optic,104.5,No,Yes,Electronic check,Yes,1,Yes,5068.05,Female,48,No
1196,Month-to-month,No,No,Fiber optic,76.62036805,Yes,No,Electronic check,Yes,0,Yes,1709.53311,Female,22,No
1197,Month-to-month,No,No,Fiber optic,78.61134661,Yes,No,Electronic check,Yes,0,Yes,1588.603848,Male,21,Yes
1198,Month-to-month,Yes,No,Fiber optic,75.2,Yes,No,Credit card (automatic),Yes,0,No,3678.3,Male,49,Yes
1199,Month-to-month,No,Yes,Fiber optic,107.95,Yes,No,Mailed check,Yes,0,Yes,313.6,Male,3,No
1200,Two year,No,Yes,DSL,39.15,No phone service,Yes,Credit card (automatic),No,0,No,2692.75,Male,70,No
1201,Two year,No,No internet service,No,20.45,No,No,Bank transfer (automatic),Yes,0,No internet service,943.0,Male,47,No
1202,Month-to-month,No,No,DSL,39.53761342,No,No,Electronic check,Yes,0,No,48.77132145,Male,1,Yes
1203,Two year,Yes,No,Fiber optic,104.6,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,6885.75,Male,67,No
1204,Two year,No,No internet service,No,25.0,Yes,Yes,Credit card (automatic),Yes,0,No internet service,1584.8,Female,64,No
1205,Two year,Yes,No,DSL,80.65,No,Yes,Bank transfer (automatic),Yes,0,Yes,5542.55,Male,69,No
1206,Month-to-month,Yes,No,Fiber optic,91.0,Yes,No,Electronic check,Yes,0,Yes,1430.05,Male,15,No
1207,Month-to-month,No,No,Fiber optic,95.1,No,No,Electronic check,Yes,0,Yes,307.4,Female,3,Yes
1208,Month-to-month,No,No internet service,No,18.95,No,No,Mailed check,Yes,0,No internet service,185.6,Male,9,Yes
1209,Two year,Yes,Yes,DSL,46.25,No phone service,Yes,Bank transfer (automatic),No,0,No,3121.4,Female,69,No
1210,Month-to-month,No,No,Fiber optic,82.4,Yes,Yes,Electronic check,Yes,0,No,1592.35,Female,20,Yes
1211,One year,Yes,No internet service,No,19.85,No,Yes,Credit card (automatic),Yes,0,No internet service,19.85,Male,1,No
1212,One year,Yes,No,DSL,40.6,No phone service,No,Bank transfer (automatic),No,0,No,2588.95,Male,63,No
1213,Two year,No,No internet service,No,19.65,No,No,Credit card (automatic),Yes,0,No internet service,830.25,Female,40,No
1214,Month-to-month,No,Yes,Fiber optic,98.75,Yes,Yes,Electronic check,Yes,0,Yes,4533.7,Female,47,Yes
1215,One year,No,Yes,DSL,60.45,No phone service,Yes,Electronic check,No,0,Yes,3184.25,Male,53,Yes
1216,Month-to-month,Yes,No,DSL,63.95,No,No,Electronic check,Yes,0,No,2737.05,Female,43,No
1217,Month-to-month,No,No internet service,No,19.45,No,No,Mailed check,Yes,0,No internet service,19.45,Male,1,No
1218,One year,No,No internet service,No,19.75,No,No,Bank transfer (automatic),Yes,0,No internet service,989.05,Female,50,No
1219,Month-to-month,No,No,Fiber optic,23.45108563,Yes,No,Electronic check,Yes,0,No,1031.712331,Female,50,Yes
1220,One year,No,No,Fiber optic,97.65,Yes,No,Credit card (automatic),Yes,0,No,6687.85,Male,71,No
1221,Month-to-month,Yes,No,Fiber optic,74.4,Yes,Yes,Credit card (automatic),Yes,0,No,896.75,Male,13,Yes
1222,Month-to-month,No,No,Fiber optic,80.47606472,Yes,No,Electronic check,Yes,0,Yes,2164.0363,Male,29,No
1223,Month-to-month,No,Yes,DSL,50.35,No phone service,No,Credit card (automatic),No,0,Yes,1277.5,Female,26,No
1224,One year,No,No internet service,No,20.35,No,No,Bank transfer (automatic),Yes,1,No internet service,369.6,Female,18,No
1225,Month-to-month,No,Yes,Fiber optic,94.9,No,No,Electronic check,Yes,0,Yes,1048.85,Male,10,Yes
1226,One year,No,No internet service,No,19.7,No,No,Mailed check,Yes,0,No internet service,415.9,Male,20,No
1227,One year,No,Yes,Fiber optic,116.3,Yes,No,Bank transfer (automatic),Yes,0,Yes,8309.55,Male,71,No
1228,One year,No,Yes,Fiber optic,94.45,No,No,Credit card (automatic),Yes,0,No,5042.75,Female,53,No
1229,Month-to-month,No,Yes,Fiber optic,100.5565196,Yes,Yes,Electronic check,Yes,0,Yes,3218.312218,Female,31,Yes
1230,Month-to-month,No,Yes,Fiber optic,89.49063725,Yes,Yes,Electronic check,Yes,0,Yes,3170.446941,Female,36,No
1231,Month-to-month,No,No,Fiber optic,94.02420056,Yes,No,Electronic check,Yes,0,Yes,3634.0006869999997,Female,38,Yes
1232,Month-to-month,Yes,No internet service,No,19.9,No,Yes,Mailed check,Yes,0,No internet service,400.3,Female,22,No
1233,One year,Yes,Yes,DSL,59.8,No,Yes,Electronic check,Yes,0,No,2343.85,Male,39,No
1234,Month-to-month,No,Yes,DSL,66.7,No,No,Electronic check,Yes,0,No,579.0,Male,8,No
1235,Month-to-month,No,No,Fiber optic,86.05,Yes,No,Bank transfer (automatic),Yes,0,Yes,834.1,Male,10,Yes
1236,Month-to-month,No,No,Fiber optic,88.726279,No,No,Electronic check,Yes,0,No,88.726279,Female,1,Yes
1237,Two year,No,No internet service,No,26.0,Yes,Yes,Bank transfer (automatic),Yes,0,No internet service,2006.95,Female,70,No
1238,Two year,Yes,No internet service,No,19.55,No,Yes,Mailed check,Yes,0,No internet service,883.35,Female,48,No
1239,Month-to-month,No,No,DSL,51.55,Yes,No,Electronic check,Yes,0,No,765.5,Male,15,Yes
1240,Month-to-month,No,No,Fiber optic,54.73158802,No,No,Electronic check,Yes,0,No,104.223191,Female,1,Yes
1241,Month-to-month,No,No,Fiber optic,24.25979685,No,No,Electronic check,Yes,0,No,646.4925366,Male,28,Yes
1242,Month-to-month,No,No,Fiber optic,58.61637599,No,No,Electronic check,Yes,0,No,226.58197760000002,Female,4,Yes
1243,Month-to-month,No,Yes,Fiber optic,106.75,Yes,Yes,Electronic check,Yes,0,Yes,6252.9,Male,59,Yes
1244,One year,No,No,Fiber optic,89.2,No,No,Electronic check,Yes,0,No,3251.3,Male,35,No
1245,Month-to-month,No,No,DSL,53.4,No,No,Credit card (automatic),Yes,0,Yes,188.7,Male,3,Yes
1246,Month-to-month,No,No,Fiber optic,87.83262889,No,No,Electronic check,Yes,0,No,262.672008,Female,3,Yes
1247,Month-to-month,No,No,Fiber optic,62.42377702,No,No,Electronic check,Yes,0,No,62.42377702,Female,1,Yes
1248,Two year,No,Yes,DSL,74.45,No,No,Bank transfer (automatic),Yes,0,Yes,3721.9,Female,49,No
1249,Month-to-month,No,No,DSL,38.33404159,No,No,Electronic check,Yes,0,No,60.64805207,Female,1,Yes
1250,One year,Yes,No internet service,No,20.1,No,No,Credit card (automatic),Yes,0,No internet service,589.25,Female,31,No
1251,Two year,No,Yes,DSL,47.4,No phone service,No,Mailed check,No,0,No,3177.25,Female,66,No
1252,Month-to-month,No,No,DSL,25.05,No phone service,No,Bank transfer (automatic),No,0,No,189.95,Female,7,No
1253,Month-to-month,No,Yes,Fiber optic,87.4194492,Yes,Yes,Electronic check,Yes,0,Yes,4871.067551,Male,54,Yes
1254,Month-to-month,No,No,DSL,46.03964395,No,No,Electronic check,Yes,0,No,79.15560275,Male,1,Yes
1255,Month-to-month,No,No,Fiber optic,70.2,No,Yes,Electronic check,Yes,1,No,280.35,Male,4,No
1256,Month-to-month,No,Yes,Fiber optic,101.5389609,Yes,Yes,Electronic check,Yes,0,Yes,5647.624247,Male,55,Yes
1257,One year,No,No internet service,No,19.35,No,No,Bank transfer (automatic),Yes,0,No internet service,219.35,Female,12,No
1258,Month-to-month,Yes,No,Fiber optic,75.2,Yes,Yes,Credit card (automatic),Yes,1,No,775.3,Male,11,No
1259,Month-to-month,No,No,Fiber optic,79.4503755,Yes,No,Electronic check,Yes,0,Yes,1159.950577,Female,15,Yes
1260,One year,No,Yes,Fiber optic,104.03967759999999,Yes,Yes,Electronic check,Yes,0,Yes,6404.509339,Male,61,No
1261,Month-to-month,No,No internet service,No,20.1,No,No,Mailed check,Yes,0,No internet service,39.8,Female,2,No
1262,Month-to-month,Yes,Yes,Fiber optic,104.5,Yes,Yes,Credit card (automatic),Yes,0,Yes,3684.95,Female,36,No
1263,Month-to-month,No,No,Fiber optic,96.97124498,Yes,Yes,Electronic check,Yes,0,Yes,2559.419101,Male,26,No
1264,One year,No,Yes,Fiber optic,106.45,No,No,Electronic check,Yes,0,Yes,6145.85,Female,58,Yes
1265,Month-to-month,Yes,No,DSL,54.25,Yes,Yes,Electronic check,Yes,0,No,2538.2,Male,47,No
1266,Month-to-month,No,No,Fiber optic,84.15,Yes,No,Bank transfer (automatic),Yes,0,Yes,1821.95,Female,22,No
1267,Month-to-month,No,Yes,Fiber optic,101.7354873,Yes,No,Electronic check,Yes,0,Yes,4054.1550770000003,Female,39,Yes
1268,Two year,No,Yes,DSL,80.25,No,No,Mailed check,Yes,0,Yes,493.4,Male,6,No
1269,One year,Yes,No,DSL,55.1,Yes,Yes,Mailed check,Yes,0,No,1466.1,Male,25,No
1270,Month-to-month,No,No,Fiber optic,100.1904291,Yes,No,Electronic check,Yes,0,Yes,694.9999981000003,Male,7,Yes
1271,Month-to-month,Yes,Yes,Fiber optic,95.15,Yes,Yes,Electronic check,Yes,0,No,3532.85,Female,37,No
1272,Two year,No,No internet service,No,19.6,No,Yes,Bank transfer (automatic),Yes,0,No internet service,1134.25,Female,57,No
1273,Month-to-month,Yes,No,Fiber optic,103.7,Yes,Yes,Electronic check,Yes,0,Yes,5071.05,Male,50,Yes
1274,Month-to-month,No,No,DSL,25.08841255,No,No,Mailed check,Yes,0,No,25.08841255,Male,1,No
1275,Month-to-month,No,No,Fiber optic,76.27619282,Yes,Yes,Electronic check,Yes,0,Yes,2899.324921,Male,42,Yes
1276,Month-to-month,No,No,Fiber optic,70.87631945,Yes,No,Electronic check,Yes,0,No,590.676513,Female,9,Yes
1277,Two year,No,No internet service,No,20.4,No,No,Mailed check,Yes,0,No internet service,231.45,Male,11,No
1278,Month-to-month,No,No,Fiber optic,100.0982454,Yes,No,Electronic check,Yes,0,No,384.7274499,Female,4,No
1279,Month-to-month,No,Yes,Fiber optic,99.8,Yes,Yes,Electronic check,Yes,1,Yes,4259.3,Male,41,Yes
1280,Two year,No,No,DSL,37.7,No phone service,Yes,Bank transfer (automatic),No,0,No,2288.7,Female,60,No
1281,Month-to-month,No,No,Fiber optic,51.93568837,No,No,Electronic check,Yes,0,No,109.94397169999999,Male,2,No
1282,One year,Yes,Yes,Fiber optic,92.9,No,Yes,Bank transfer (automatic),Yes,0,Yes,2768.35,Male,28,No
1283,Month-to-month,No,No,Fiber optic,80.66485687,Yes,Yes,Electronic check,Yes,0,Yes,2644.382066,Male,34,Yes
